scenario,snapshot,duration_h,wind_available_mw,wind_dispatched_mw,wind_dispatch_down_mw,unserved_mw,physical_generator_cost_eur
network_priority_static,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-38625.70628488625
network_priority_static,2030-01-14 09:00:00,1.0,724.4880625186584,682.8156953932056,41.672367125452695,0.0,-43194.135989355105
network_priority_static,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-42690.602925883795
network_priority_static,2030-01-14 11:00:00,1.0,768.6199818271599,692.6180180334395,76.00196379372046,0.0,-44096.0575504975
network_priority_static,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
network_priority_static,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
network_priority_static,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.388709122253
network_priority_static,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-37778.99575682976
network_priority_static,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
network_priority_static,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-39355.204282301005
network_priority_static,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133203
network_priority_static,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.066434417546
network_priority_static,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
network_priority_static,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
network_priority_static,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.555737680075
network_priority_static,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-39059.590869273736
network_priority_static,2030-01-15 00:00:00,1.0,686.679046016397,642.6021373605729,44.07690865582412,0.0,-42389.18190310755
network_priority_static,2030-01-15 01:00:00,1.0,723.4641801367743,642.1191910571524,81.34498907962198,0.0,-42822.37436399437
network_priority_static,2030-01-15 02:00:00,1.0,729.2487947756636,656.3357011196788,72.91309365598474,0.0,-44463.661576780156
network_priority_static,2030-01-15 03:00:00,1.0,809.8982381735692,681.0135256111208,128.88471256244844,0.0,-46872.378137818094
network_priority_static,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348765,144.55098077582497,0.0,-47341.22985235007
network_priority_static,2030-01-15 05:00:00,1.0,787.7802291838851,680.8518912621927,106.92833792169246,0.0,-46546.08309697768
copperplate_neutral,2030-01-14 06:00:00,1.0,417.8866129191483,417.8866129191483,0.0,0.0,-29320.27120209797
copperplate_neutral,2030-01-14 07:00:00,1.0,575.3958541234604,575.3958541234604,0.0,0.0,-42948.63691402913
copperplate_neutral,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-43341.35980107934
copperplate_neutral,2030-01-14 09:00:00,1.0,724.4880625186584,711.3863275983753,13.101734920283064,0.0,-46051.19920987206
copperplate_neutral,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-46077.802554836984
copperplate_neutral,2030-01-14 11:00:00,1.0,768.6199818271599,715.9515010388777,52.66848078828224,0.0,-46429.405851041316
copperplate_neutral,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
copperplate_neutral,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
copperplate_neutral,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.38870912225
copperplate_neutral,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-41902.44048642886
copperplate_neutral,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
copperplate_neutral,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-40753.850996383684
copperplate_neutral,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133196
copperplate_neutral,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.06643441754
copperplate_neutral,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
copperplate_neutral,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
copperplate_neutral,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.55573768007
copperplate_neutral,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-40730.32464841583
copperplate_neutral,2030-01-15 00:00:00,1.0,686.679046016397,685.4555045081125,1.2235415082845122,0.0,-46674.518617861504
copperplate_neutral,2030-01-15 01:00:00,1.0,723.4641801367743,681.1434155634245,42.32076457334989,0.0,-46724.796814621586
copperplate_neutral,2030-01-15 02:00:00,1.0,729.2487947756636,680.8025692907853,48.446225484878255,0.0,-46910.3483938908
copperplate_neutral,2030-01-15 03:00:00,1.0,809.8982381735692,684.8542459387866,125.04399223478268,0.0,-47256.45017058467
copperplate_neutral,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348765,144.55098077582502,0.0,-47341.22985235007
copperplate_neutral,2030-01-15 05:00:00,1.0,787.7802291838851,687.4574771967874,100.3227519870978,0.0,-47206.64169043714
copperplate_priority,2030-01-14 06:00:00,1.0,417.8866129191483,417.8866129191483,0.0,0.0,-29320.27120209797
copperplate_priority,2030-01-14 07:00:00,1.0,575.3958541234604,575.3958541234604,0.0,0.0,-42948.63691402913
copperplate_priority,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-43341.35980107934
copperplate_priority,2030-01-14 09:00:00,1.0,724.4880625186584,711.3863275983753,13.101734920283064,0.0,-46051.19920987206
copperplate_priority,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-46077.802554836984
copperplate_priority,2030-01-14 11:00:00,1.0,768.6199818271599,715.9515010388777,52.66848078828224,0.0,-46429.405851041316
copperplate_priority,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
copperplate_priority,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
copperplate_priority,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.38870912225
copperplate_priority,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-41902.44048642886
copperplate_priority,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
copperplate_priority,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-40753.850996383684
copperplate_priority,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133196
copperplate_priority,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.06643441754
copperplate_priority,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
copperplate_priority,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
copperplate_priority,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.55573768007
copperplate_priority,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-40730.32464841583
copperplate_priority,2030-01-15 00:00:00,1.0,686.679046016397,685.4555045081125,1.2235415082845122,0.0,-46674.518617861504
copperplate_priority,2030-01-15 01:00:00,1.0,723.4641801367743,681.1434155634245,42.32076457334989,0.0,-46724.796814621586
copperplate_priority,2030-01-15 02:00:00,1.0,729.2487947756636,680.8025692907853,48.446225484878255,0.0,-46910.3483938908
copperplate_priority,2030-01-15 03:00:00,1.0,809.8982381735692,684.8542459387866,125.04399223478268,0.0,-47256.45017058467
copperplate_priority,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348765,144.55098077582502,0.0,-47341.22985235007
copperplate_priority,2030-01-15 05:00:00,1.0,787.7802291838851,687.4574771967874,100.32275198709779,0.0,-47206.64169043714
status_swapped,2030-01-14 06:00:00,1.0,417.8866129191483,417.8866129191483,0.0,0.0,-29320.27120209797
status_swapped,2030-01-14 07:00:00,1.0,575.3958541234604,575.3958541234604,0.0,0.0,-39051.872986554175
status_swapped,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-38625.70628488625
status_swapped,2030-01-14 09:00:00,1.0,724.4880625186584,682.8156953932056,41.67236712545271,0.0,-43194.135989355105
status_swapped,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-42690.602925883795
status_swapped,2030-01-14 11:00:00,1.0,768.6199818271599,692.6180180334394,76.00196379372049,0.0,-44096.0575504975
status_swapped,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
status_swapped,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
status_swapped,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.388709122253
status_swapped,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-37778.99575682976
status_swapped,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
status_swapped,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-39355.204282301005
status_swapped,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133203
status_swapped,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.066434417546
status_swapped,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
status_swapped,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
status_swapped,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.555737680075
status_swapped,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-39059.590869273736
status_swapped,2030-01-15 00:00:00,1.0,686.679046016397,642.6021373605729,44.07690865582411,0.0,-42389.18190310755
status_swapped,2030-01-15 01:00:00,1.0,723.4641801367743,642.1191910571523,81.34498907962205,0.0,-42822.37436399437
status_swapped,2030-01-15 02:00:00,1.0,729.2487947756636,656.3357011196788,72.91309365598475,0.0,-44463.661576780156
status_swapped,2030-01-15 03:00:00,1.0,809.8982381735692,681.0135256111207,128.8847125624485,0.0,-46872.378137818094
status_swapped,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348765,144.550980775825,0.0,-47341.22985235007
status_swapped,2030-01-15 05:00:00,1.0,787.7802291838851,680.8518912621927,106.92833792169249,0.0,-46546.08309697768
network_neutral_dlr,2030-01-14 06:00:00,1.0,417.8866129191483,417.8866129191483,0.0,0.0,-29320.27120209797
network_neutral_dlr,2030-01-14 07:00:00,1.0,575.3958541234604,575.3958541234604,0.0,0.0,-41795.52362490251
network_neutral_dlr,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-42102.6549597389
network_neutral_dlr,2030-01-14 09:00:00,1.0,724.4880625186584,711.3863275983751,13.101734920283157,0.0,-46051.19920987206
network_neutral_dlr,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-46077.802554836984
network_neutral_dlr,2030-01-14 11:00:00,1.0,768.6199818271599,715.9515010388777,52.66848078828225,0.0,-46429.405851041316
network_neutral_dlr,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
network_neutral_dlr,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
network_neutral_dlr,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.388709122253
network_neutral_dlr,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-40383.76728219807
network_neutral_dlr,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
network_neutral_dlr,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-40753.850996383684
network_neutral_dlr,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133203
network_neutral_dlr,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.066434417546
network_neutral_dlr,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
network_neutral_dlr,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
network_neutral_dlr,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.555737680075
network_neutral_dlr,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-40466.335261775435
network_neutral_dlr,2030-01-15 00:00:00,1.0,686.679046016397,685.4555045081124,1.2235415082846544,0.0,-46674.518617861504
network_neutral_dlr,2030-01-15 01:00:00,1.0,723.4641801367743,681.1434155634245,42.32076457334982,0.0,-46724.796814621586
network_neutral_dlr,2030-01-15 02:00:00,1.0,729.2487947756636,680.8025692907853,48.446225484878255,0.0,-46910.3483938908
network_neutral_dlr,2030-01-15 03:00:00,1.0,809.8982381735692,684.8542459387866,125.04399223478272,0.0,-47256.45017058467
network_neutral_dlr,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348764,144.55098077582505,0.0,-47341.22985235007
network_neutral_dlr,2030-01-15 05:00:00,1.0,787.7802291838851,687.4574771967873,100.32275198709785,0.0,-47206.64169043714
network_priority_dlr,2030-01-14 06:00:00,1.0,417.8866129191483,417.8866129191483,0.0,0.0,-29320.27120209797
network_priority_dlr,2030-01-14 07:00:00,1.0,575.3958541234604,575.3958541234604,0.0,0.0,-41795.52362490251
network_priority_dlr,2030-01-14 08:00:00,1.0,594.1091296271929,594.1091296271929,0.0,0.0,-42102.6549597389
network_priority_dlr,2030-01-14 09:00:00,1.0,724.4880625186584,711.3863275983751,13.10173492028315,0.0,-46051.19920987206
network_priority_dlr,2030-01-14 10:00:00,1.0,673.01810814326,673.01810814326,0.0,0.0,-46077.802554836984
network_priority_dlr,2030-01-14 11:00:00,1.0,768.6199818271599,715.9515010388777,52.66848078828225,0.0,-46429.405851041316
network_priority_dlr,2030-01-14 12:00:00,1.0,390.74081499398613,390.74081499398613,0.0,0.0,-23882.485216460384
network_priority_dlr,2030-01-14 13:00:00,1.0,380.83898669675716,380.83898669675716,0.0,0.0,-23090.652291728442
network_priority_dlr,2030-01-14 14:00:00,1.0,287.59993278074177,287.59993278074177,0.0,0.0,-13950.388709122253
network_priority_dlr,2030-01-14 15:00:00,1.0,572.1186234609132,572.1186234609132,0.0,0.0,-40383.76728219807
network_priority_dlr,2030-01-14 16:00:00,1.0,488.6028438265678,488.6028438265678,0.0,0.0,-32723.04375701801
network_priority_dlr,2030-01-14 17:00:00,1.0,580.9607947638043,580.9607947638043,0.0,0.0,-40753.850996383684
network_priority_dlr,2030-01-14 18:00:00,1.0,463.80606854618514,463.80606854618514,0.0,0.0,-29221.677567133203
network_priority_dlr,2030-01-14 19:00:00,1.0,492.68939593053653,492.68939593053653,0.0,0.0,-32856.066434417546
network_priority_dlr,2030-01-14 20:00:00,1.0,347.6907432650965,347.6907432650965,0.0,0.0,-19297.341410139197
network_priority_dlr,2030-01-14 21:00:00,1.0,380.98861099516904,380.98861099516904,0.0,0.0,-23494.202817812646
network_priority_dlr,2030-01-14 22:00:00,1.0,330.00751985930884,330.00751985930884,0.0,0.0,-19238.555737680075
network_priority_dlr,2030-01-14 23:00:00,1.0,538.9884434684514,538.9884434684514,0.0,0.0,-40466.335261775435
network_priority_dlr,2030-01-15 00:00:00,1.0,686.679046016397,685.4555045081124,1.2235415082846686,0.0,-46674.518617861504
network_priority_dlr,2030-01-15 01:00:00,1.0,723.4641801367743,681.1434155634245,42.32076457334985,0.0,-46724.796814621586
network_priority_dlr,2030-01-15 02:00:00,1.0,729.2487947756636,680.8025692907852,48.44622548487834,0.0,-46910.3483938908
network_priority_dlr,2030-01-15 03:00:00,1.0,809.8982381735692,684.8542459387866,125.04399223478268,0.0,-47256.45017058467
network_priority_dlr,2030-01-15 04:00:00,1.0,830.8182214107015,686.2672406348764,144.55098077582508,0.0,-47341.22985235007
network_priority_dlr,2030-01-15 05:00:00,1.0,787.7802291838851,687.4574771967873,100.32275198709785,0.0,-47206.64169043714
