snapshot,baseline_target_loading_pct,target_relaxed_loading_pct,recommended_target_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_injection_mw,battery_model_usable_soc_mwh,battery_physical_soc_pct,baseline_dispatch_down_mw,recommended_dispatch_down_mw
2030-01-19 05:00:00,90.30643028575595,90.30643028575595,90.30643028575595,85.0,0.0,-85.0,161.27616066858735,75.03070994701103,191.95543664519562,106.95543664519562
2030-01-19 06:00:00,100.0,101.54209783792385,100.0,8.409647181808452,0.0,-8.409647181808452,169.2542524924666,78.24768245663977,127.04804064749123,118.63839346568284
2030-01-19 07:00:00,100.0,116.6741741429602,100.0,0.0,0.0,0.0,169.2542524924666,78.24768245663977,81.44626681018326,81.44626681018315
2030-01-19 08:00:00,100.0,129.93469383467303,100.0,20.42671225889609,0.0,-20.42671225889609,188.63273324656504,86.06158598651817,20.426712258896032,0.0
2030-01-19 09:00:00,100.0,142.82596454793367,100.0,10.295603151764226,0.0,-10.295603151764226,198.39999999999998,89.99999999999999,10.295603151764112,0.0
2030-01-19 10:00:00,100.0,118.80474021780213,100.0,0.0,11.676184717579446,11.676184717579446,186.09222063719966,85.03718574080632,0.0,0.0
2030-01-19 11:00:00,100.0,116.74276994789594,100.0,0.0,16.974969454124782,16.974969454124782,168.1990317415932,77.82219021838436,0.0,0.0
2030-01-19 12:00:00,100.0,138.7701817243933,100.0,31.834615746338034,0.0,-31.834615746338034,198.39999999999998,89.99999999999999,0.0,0.0
2030-01-19 13:00:00,100.0,109.70292782074131,100.0,0.0,18.218766333221907,18.218766333221907,179.19573407620817,82.25634438556781,0.0,0.0
2030-01-19 14:00:00,81.8721667367318,81.8721667367318,100.0,0.0,85.0,85.0,89.59786703810408,46.12817219278391,0.0,0.0
2030-01-19 15:00:00,87.95174535344884,87.95174535344884,100.0,0.0,85.0,85.0,0.0,10.0,0.0,0.0
2030-01-19 16:00:00,100.0,138.66800472657354,100.0,0.0,0.0,0.0,0.0,10.0,48.382120425428525,48.382120425428525
2030-01-19 17:00:00,100.0,121.8844315355037,100.0,0.0,0.0,0.0,0.0,10.0,111.14688724554298,111.14688724554298
2030-01-19 18:00:00,100.0,140.4666346655014,100.0,0.0,0.0,0.0,0.0,10.0,45.45695488935439,45.45695488935439
2030-01-19 19:00:00,100.0,144.96302340205986,100.0,0.0,0.0,0.0,0.0,10.0,23.209051792955506,23.209051792955506
2030-01-19 20:00:00,100.0,134.17360714644008,100.0,0.0,0.0,0.0,0.0,10.0,42.29594812066409,42.29594812066398
2030-01-19 21:00:00,100.0,126.88221446398306,100.0,0.0,0.0,0.0,0.0,10.0,35.38460254673646,35.38460254673646
2030-01-19 22:00:00,91.65233177428682,91.65233177428682,91.65233177428682,0.0,0.0,0.0,0.0,10.0,181.22421432956492,181.22421432956503
2030-01-19 23:00:00,86.66803502719797,86.66803502719797,86.66803502719796,0.0,0.0,0.0,0.0,10.0,229.55855431464659,229.55855431464659
2030-01-20 00:00:00,84.43304174533291,84.43304174533291,84.43304174533291,0.0,0.0,0.0,0.0,10.0,237.40766802361804,237.40766802361827
2030-01-20 01:00:00,84.13127720563587,84.13127720563587,84.13127720563587,45.17581761963319,0.0,-45.17581761963319,42.85754365152213,27.28126760142022,230.46303544924592,185.2872178296128
2030-01-20 02:00:00,86.21642124431634,86.21642124431634,86.21642124431636,85.0,0.0,-85.0,123.4956239858158,59.79662257492573,176.61463311858938,91.61463311858915
2030-01-20 03:00:00,100.0,102.25833342205964,100.0,78.9561449728356,0.0,-78.9561449728356,198.39999999999998,89.99999999999999,78.95614497283555,0.0
2030-01-20 04:00:00,100.0,117.414866829924,100.0,0.0,0.0,0.0,198.39999999999998,89.99999999999999,0.0,0.0
2030-01-20 05:00:00,92.15729952585644,92.15729952585644,100.0,0.0,20.153918886317946,20.153918886317946,177.15590418031704,81.433832330773,0.0,0.0
2030-01-20 06:00:00,84.55388105485105,84.55388105485103,100.0,0.0,39.692938593698564,39.692938593698564,135.31587318655428,64.56285209135254,0.0,0.0
2030-01-20 07:00:00,69.03490266997397,69.03490266997397,100.0,0.0,79.57310902714731,79.57310902714731,51.4384515109907,30.74131109314141,0.0,0.0
2030-01-20 08:00:00,100.0,115.0328400073771,100.0,0.0,0.0,0.0,51.4384515109907,30.74131109314141,0.0,0.0
2030-01-20 09:00:00,98.62308656824872,98.62308656824872,100.0,0.0,48.798799826058094,48.798799826058094,0.0,10.0,0.0,0.0
2030-01-20 10:00:00,100.0,115.88141358543862,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-20 11:00:00,100.0,107.76846204944617,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-20 12:00:00,100.0,116.12862284735857,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-20 13:00:00,100.0,114.31765826260217,100.0,36.72182344939998,0.0,-36.72182344939998,34.837380580405465,24.04733087919575,36.72182344939995,0.0
2030-01-20 14:00:00,100.0,115.14814838783518,100.0,0.0,21.072776540063288,21.072776540063288,12.624723750284655,15.090614415437361,0.0,0.0
2030-01-20 15:00:00,100.0,136.54814701444246,100.0,17.495760321540374,0.0,-17.495760321540374,29.222659354024895,21.783330384687456,8.598492981885329,0.0
2030-01-20 16:00:00,100.0,121.65757662900577,100.0,0.0,4.345057662952058,4.345057662952058,24.64256642745932,19.936518720749728,0.0,0.0
2030-01-20 17:00:00,100.0,136.1720399244889,100.0,57.26928924301991,0.0,-57.26928924301991,78.97298462353626,41.84394541271623,0.0,0.0
